wmpid,face_url_2022,face_category_2022,face_2022,full_name
WMPID1285,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Carol-Miller.PNG,House,yes,Carol Miller
WMPID1456,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Alex_Padilla_117th_Congress_portrait.jpg/220px-Alex_Padilla_117th_Congress_portrait.jpg,SitSen,yes,Alex Padilla
WMPID1512,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Amy_Klobuchar%2C_official_portrait%2C_113th_Congress.jpg/220px-Amy_Klobuchar%2C_official_portrait%2C_113th_Congress.jpg,SitSen,yes,Amy Klobuchar
WMPID1461,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Angus_King%2C_official_portrait%2C_113th_Congress.jpg/220px-Angus_King%2C_official_portrait%2C_113th_Congress.jpg,SitSen,yes,Angus King
WMPID1412,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Ben_Ray_Lujan%2C_117th_Congress_portrait_2.jpg/220px-Ben_Ray_Lujan%2C_117th_Congress_portrait_2.jpg,SitSen,yes,Ben Ray Lujan
WMPID1487,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Ben_Sasse_official_portrait_%28cropped2%29.jpg/220px-Ben_Sasse_official_portrait_%28cropped2%29.jpg,SitSen,yes,Ben Sasse
WMPID1509,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Ben_Cardin_official_Senate_portrait.jpg/220px-Ben_Cardin_official_Senate_portrait.jpg,SitSen,yes,Benjamin Cardin
WMPID1499,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Bernie_Sanders_in_March_2020.jpg/220px-Bernie_Sanders_in_March_2020.jpg,SitSen,yes,Bernard Sanders
WMPID1482,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Bill_Cassidy_official_Senate_photo.jpg/220px-Bill_Cassidy_official_Senate_photo.jpg,SitSen,yes,Bill Cassidy
WMPID1428,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Sen._Bill_Hagerty_official_Senate_portrait%2C_117th_Congress.jpg/220px-Sen._Bill_Hagerty_official_Senate_portrait%2C_117th_Congress.jpg,SitSen,yes,Bill Hagerty
WMPID1478,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Brian_Schatz%2C_official_portrait%2C_113th_Congress_2.jpg/220px-Brian_Schatz%2C_official_portrait%2C_113th_Congress_2.jpg,SitSen,yes,Brian Schatz
WMPID1516,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Catherine_Cortez_Masto_portrait_red.jpg/220px-Catherine_Cortez_Masto_portrait_red.jpg,SitSen,yes,Catherine Cortez Masto
WMPID1547,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Chuck_Schumer_official_photo.jpg/220px-Chuck_Schumer_official_photo.jpg,SitSen,yes,Charles Schumer
WMPID1316,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Chris_Coons%2C_official_portrait%2C_112th_Congress.jpg/220px-Chris_Coons%2C_official_portrait%2C_112th_Congress.jpg,SitSen,yes,Chris Coons
WMPID1510,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Chris_Van_Hollen_official_portrait_115th_Congress.jpg/220px-Chris_Van_Hollen_official_portrait_115th_Congress.jpg,SitSen,yes,Chris Van Hollen
WMPID1457,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Chris_Murphy%2C_official_portrait%2C_113th_Congress_%28cropped%29.jpg/220px-Chris_Murphy%2C_official_portrait%2C_113th_Congress_%28cropped%29.jpg,SitSen,yes,Christopher Murphy
WMPID1342,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Chuck_Grassley_official_photo_2017.jpg/220px-Chuck_Grassley_official_photo_2017.jpg,SitSen,yes,Chuck Grassley
WMPID1542,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Official_headshot_of_US_Senator_Cindy_Hyde-Smith.jpg/220px-Official_headshot_of_US_Senator_Cindy_Hyde-Smith.jpg,SitSen,yes,Cindy Hyde-Smith
WMPID1490,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Cory_Booker%2C_official_portrait%2C_114th_Congress.jpg/220px-Cory_Booker%2C_official_portrait%2C_114th_Congress.jpg,SitSen,yes,Cory Booker
WMPID1454,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Cynthia_Lummis_U.S._Senator.jpg/220px-Cynthia_Lummis_U.S._Senator.jpg,SitSen,yes,Cynthia Lummis
WMPID1472,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Dan_Sullivan_in_2021.jpg/220px-Dan_Sullivan_in_2021.jpg,SitSen,yes,Dan Sullivan
WMPID1463,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Deb_Fischer%2C_official_portrait%2C_115th_Congress.jpg/220px-Deb_Fischer%2C_official_portrait%2C_115th_Congress.jpg,SitSen,yes,Deb Fischer
WMPID1536,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Debbie_Stabenow%2C_official_photo%2C_116th_Congress.jpg/220px-Debbie_Stabenow%2C_official_photo%2C_116th_Congress.jpg,SitSen,yes,Debbie Stabenow
WMPID1304,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Dianne_Feinstein%2C_official_Senate_photo_2.jpg/220px-Dianne_Feinstein%2C_official_Senate_photo_2.jpg,SitSen,yes,Dianne Feinstein
WMPID1503,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Dick_Durbin_117th_Congress_portrait_%281%29_%28cropped%29.jpeg/220px-Dick_Durbin_117th_Congress_portrait_%281%29_%28cropped%29.jpeg,SitSen,yes,Dick Durbin
WMPID1483,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Edward_Markey%2C_official_portrait%2C_114th_Congress.jpg/220px-Edward_Markey%2C_official_portrait%2C_114th_Congress.jpg,SitSen,yes,Ed Markey
WMPID1460,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Elizabeth_Warren%2C_official_portrait%2C_114th_Congress.jpg/220px-Elizabeth_Warren%2C_official_portrait%2C_114th_Congress.jpg,SitSen,yes,Elizabeth Warren
WMPID1484,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Gary_Peters_official_photo_115th_congress.jpg/220px-Gary_Peters_official_photo_115th_congress.jpg,SitSen,yes,Gary Peters
WMPID1521,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Senator_Jack_Reed_official_photo.jpg/220px-Senator_Jack_Reed_official_photo.jpg,SitSen,yes,Jack Reed
WMPID1546,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Jacky_Rosen%2C_official_portrait%2C_116th_congress.jpg/220px-Jacky_Rosen%2C_official_portrait%2C_116th_congress.jpg,SitSen,yes,Jacky Rosen
WMPID1532,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Jim_Risch_official_portrait.jpg/220px-Jim_Risch_official_portrait.jpg,SitSen,yes,James E Risch
WMPID1492,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/James_Lankford_official_Senate_photo.jpg/220px-James_Lankford_official_Senate_photo.jpg,SitSen,yes,James Lankford
WMPID1491,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Jim_Inhofe_official_portrait.jpg/220px-Jim_Inhofe_official_portrait.jpg,SitSen,yes,James M Inhofe
WMPID1401,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Shaheen_Senate_Portrait.jpg/220px-Shaheen_Senate_Portrait.jpg,SitSen,yes,Jeanne Shaheen
WMPID1548,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Jeff_Merkley%2C_115th_official_photo.jpg/220px-Jeff_Merkley%2C_115th_official_photo.jpg,SitSen,yes,Jeff Merkley
WMPID1352,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Jerry_Moran%2C_official_portrait%2C_112th_Congress.jpg/220px-Jerry_Moran%2C_official_portrait%2C_112th_Congress.jpg,SitSen,yes,Jerry Moran
WMPID1451,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Senator_Manchin.jpg/220px-Senator_Manchin.jpg,SitSen,yes,Joe Manchin
WMPID1525,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/John_Barrasso_official_portrait_112th_Congress.jpg/220px-John_Barrasso_official_portrait_112th_Congress.jpg,SitSen,yes,John Barrasso
WMPID1299,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Senator_John_Boozman_Official_Portrait_%28115th_Congress%29.jpg/220px-Senator_John_Boozman_Official_Portrait_%28115th_Congress%29.jpg,SitSen,yes,John Boozman
WMPID1466,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/John_Cornyn_official_senate_portrait.jpg/220px-John_Cornyn_official_senate_portrait.jpg,SitSen,yes,John Cornyn
WMPID1307,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/John_Hickenlooper%2C_official_portrait%2C_117th_Congress.jpeg/220px-John_Hickenlooper%2C_official_portrait%2C_117th_Congress.jpeg,SitSen,yes,John Hickenlooper
WMPID1399,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Hoeven_Official_Portrait_2014.JPG/220px-Hoeven_Official_Portrait_2014.JPG,SitSen,yes,John Hoeven
WMPID1481,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/John_Kennedy%2C_official_portrait%2C_115th_Congress.jpg/220px-John_Kennedy%2C_official_portrait%2C_115th_Congress.jpg,SitSen,yes,John Kennedy
WMPID1465,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/John_Thune_117th_Congress_portrait.jpg/220px-John_Thune_117th_Congress_portrait.jpg,SitSen,yes,John Thune
WMPID1530,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Jon_Ossoff_Senate_Portrait_2021.jpg/220px-Jon_Ossoff_Senate_Portrait_2021.jpg,SitSen,yes,Jon Ossoff
WMPID1513,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/JonTester.jpg/220px-JonTester.jpg,SitSen,yes,Jon Tester
WMPID1479,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Joni_Ernst%2C_official_portrait%2C_116th_Congress_3.jpg/220px-Joni_Ernst%2C_official_portrait%2C_116th_Congress_3.jpg,SitSen,yes,Joni Ernst
WMPID1540,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Josh_Hawley%2C_official_portrait%2C_116th_congress.jpg/220px-Josh_Hawley%2C_official_portrait%2C_116th_congress.jpg,SitSen,yes,Josh Hawley
WMPID1544,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Kevin_Cramer%2C_official_portrait%2C_116th_congress_2.jpg/220px-Kevin_Cramer%2C_official_portrait%2C_116th_congress_2.jpg,SitSen,yes,Kevin Cramer
WMPID1415,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Kirsten_Gillibrand%2C_official_photo%2C_116th_Congress.jpg/220px-Kirsten_Gillibrand%2C_official_photo%2C_116th_Congress.jpg,SitSen,yes,Kirsten Gillibrand
WMPID1526,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Kyrsten_Sinema_%28cropped%29.jpg/220px-Kyrsten_Sinema_%28cropped%29.jpg,SitSen,yes,Kyrsten Sinema
WMPID1422,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/U.S._Senator_Lindsey_Graham%2C_Official_Photo%2C_113th_Congress.jpg/220px-U.S._Senator_Lindsey_Graham%2C_Official_Photo%2C_113th_Congress.jpg,SitSen,yes,Lindsey Graham
WMPID1471,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Lisa_Murkowski_official_photo.jpg/220px-Lisa_Murkowski_official_photo.jpg,SitSen,yes,Lisa Murkowski
WMPID1321,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Senator_Rubio_official_portrait.jpg/220px-Senator_Rubio_official_portrait.jpg,SitSen,yes,Marco Rubio
WMPID1514,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Maggie_Hassan%2C_official_portrait%2C_115th_Congress.jpg/220px-Maggie_Hassan%2C_official_portrait%2C_115th_Congress.jpg,SitSen,yes,Margaret Hassan
WMPID1551,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Maria_Cantwell.jpg/220px-Maria_Cantwell.jpg,SitSen,yes,Maria Cantwell
WMPID1302,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Mark_Kelly%2C_Official_Portrait_117th.jpg/220px-Mark_Kelly%2C_Official_Portrait_117th.jpg,SitSen,yes,Mark Kelly
WMPID1524,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Mark_Warner%2C_official_112th_Congress_Senate_portrait.jpg/220px-Mark_Warner%2C_official_112th_Congress_Senate_portrait.jpg,SitSen,yes,Mark Warner
WMPID1549,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Sen._Marsha_Blackburn_%28R-TN%29_official_headshot_-_116th_Congress.jpg/220px-Sen._Marsha_Blackburn_%28R-TN%29_official_headshot_-_116th_Congress.jpg,SitSen,yes,Marsha Blackburn
WMPID1464,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Heinrich_Official_Headshot_2019.jpg/220px-Heinrich_Official_Headshot_2019.jpg,SitSen,yes,Martin Heinrich
WMPID1458,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Mazie_Hirono%2C_official_portrait%2C_113th_Congress.jpg/220px-Mazie_Hirono%2C_official_portrait%2C_113th_Congress.jpg,SitSen,yes,Mazie Hirono
WMPID1305,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Senator_Mike_Bennett.jpg/220px-Senator_Mike_Bennett.jpg,SitSen,yes,Michael Bennet
WMPID1533,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Mike_Braun%2C_Official_Portrait%2C_116th_Congress.jpg/220px-Mike_Braun%2C_Official_Portrait%2C_116th_Congress.jpg,SitSen,yes,Mike Braun
WMPID1531,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Mike_Crapo_2019_%28looser_crop%29.jpg/220px-Mike_Crapo_2019_%28looser_crop%29.jpg,SitSen,yes,Mike Crapo
WMPID1445,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Mike_Lee%2C_official_portrait.jpg/220px-Mike_Lee%2C_official_portrait.jpg,SitSen,yes,Mike Lee
WMPID1496,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Mike_Rounds_official_Senate_portrait.jpg/220px-Mike_Rounds_official_Senate_portrait.jpg,SitSen,yes,Mike Rounds
WMPID1459,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Mitch_McConnell_2016_official_photo_%281%29.jpg/220px-Mitch_McConnell_2016_official_photo_%281%29.jpg,SitSen,yes,Mitch McConnell
WMPID1550,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Mitt_Romney_official_US_Senate_portrait.jpg/220px-Mitt_Romney_official_US_Senate_portrait.jpg,SitSen,yes,Mitt Romney
WMPID1498,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Patrick_Leahy_117th_Congress.jpeg/220px-Patrick_Leahy_117th_Congress.jpeg,SitSen,yes,Patrick Leahy
WMPID1494,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Pat_Toomey_official_photo.jpg/220px-Pat_Toomey_official_photo.jpg,SitSen,yes,Patrick Toomey
WMPID1469,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Patty_Murray%2C_official_portrait%2C_113th_Congress.jpg/220px-Patty_Murray%2C_official_portrait%2C_113th_Congress.jpg,SitSen,yes,Patty Murray
WMPID1357,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Rand_Paul%2C_official_portrait%2C_112th_Congress_alternate.jpg/220px-Rand_Paul%2C_official_portrait%2C_112th_Congress_alternate.jpg,SitSen,yes,Rand Paul
WMPID1330,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Raphael_Warnock_official_photo.jpg/220px-Raphael_Warnock_official_photo.jpg,SitSen,yes,Raphael Warnock
WMPID1315,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Richard_Blumenthal_Official_Portrait.jpg/220px-Richard_Blumenthal_Official_Portrait.jpg,SitSen,yes,Richard Blumenthal
WMPID1485,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Richard_Burr_official_portrait.jpg/220px-Richard_Burr_official_portrait.jpg,SitSen,yes,Richard Burr
WMPID1501,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Richard_Shelby%2C_official_portrait%2C_112th_Congress.jpg/220px-Richard_Shelby%2C_official_portrait%2C_112th_Congress.jpg,SitSen,yes,Richard Shelby
WMPID1529,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Official_Portrait_of_Senator_Rick_Scott_%28R-FL%29.jpg/220px-Official_Portrait_of_Senator_Rick_Scott_%28R-FL%29.jpg,SitSen,yes,Rick Scott
WMPID1416,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Rob_Portman_official_portrait.jpg/220px-Rob_Portman_official_portrait.jpg,SitSen,yes,Rob Portman
WMPID1520,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Bob_Casey_Jr._official_photo.jpg/220px-Bob_Casey_Jr._official_photo.jpg,SitSen,yes,Robert Casey
WMPID1515,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Senator_Bob_Menendez_%282022%29.jpg/220px-Senator_Bob_Menendez_%282022%29.jpg,SitSen,yes,Robert Menendez
WMPID1354,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Roger_Marshall_117th_Congress_portrait.jpg/220px-Roger_Marshall_117th_Congress_portrait.jpg,SitSen,yes,Roger Marshall
WMPID1541,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Roger_Wicker_Portrait_2018_full.jpg/220px-Roger_Wicker_Portrait_2018_full.jpg,SitSen,yes,Roger Wicker
WMPID1450,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Ron_Johnson_portrait_117th_Congress.jpg/220px-Ron_Johnson_portrait_117th_Congress.jpg,SitSen,yes,Ron Johnson
WMPID1519,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Ron_Wyden_117th_Congress.jpeg/220px-Ron_Wyden_117th_Congress.jpeg,SitSen,yes,Ron Wyden
WMPID1389,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Roy_Blunt%2C_Official_Portrait%2C_112th_Congress.jpg/220px-Roy_Blunt%2C_Official_Portrait%2C_112th_Congress.jpg,SitSen,yes,Roy Blunt
WMPID1522,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Sheldon_Whitehouse%2C_official_portrait%2C_116th_congress.jpg/220px-Sheldon_Whitehouse%2C_official_portrait%2C_116th_congress.jpg,SitSen,yes,Sheldon Whitehouse
WMPID1500,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Shelley_Moore_Capito_official_Senate_photo.jpg/220px-Shelley_Moore_Capito_official_Senate_photo.jpg,SitSen,yes,Shelley Moore Capito
WMPID1517,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Sherrod_Brown_117th_Congress_%282%29.jpg/220px-Sherrod_Brown_117th_Congress_%282%29.jpg,SitSen,yes,Sherrod Brown
WMPID1462,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Steve_Daines%2C_Official_Portrait%2C_116th_Congress.jpg/220px-Steve_Daines%2C_Official_Portrait%2C_116th_Congress.jpg,SitSen,yes,Steven Daines
WMPID1511,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Senator_Susan_Collins_2014_official_portrait_%28half-body_crop%29.jpg/220px-Senator_Susan_Collins_2014_official_portrait_%28half-body_crop%29.jpg,SitSen,yes,Susan Collins
WMPID1470,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Tammy_Baldwin%2C_official_portrait%2C_113th_Congress.jpg/220px-Tammy_Baldwin%2C_official_portrait%2C_113th_Congress.jpg,SitSen,yes,Tammy Baldwin
WMPID1504,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Tammy_Duckworth%2C_official_portrait%2C_115th_Congress.jpg/220px-Tammy_Duckworth%2C_official_portrait%2C_115th_Congress.jpg,SitSen,yes,Tammy Duckworth
WMPID1467,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Ted_Cruz_official_116th_portrait.jpg/220px-Ted_Cruz_official_116th_portrait.jpg,SitSen,yes,Ted Cruz
WMPID1486,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Sen._Thom_Tillis_official_photo.jpg/220px-Sen._Thom_Tillis_official_photo.jpg,SitSen,yes,Thom Tillis
WMPID1528,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Tom_Carper%2C_official_portrait%2C_112th_Congress.jpg/220px-Tom_Carper%2C_official_portrait%2C_112th_Congress.jpg,SitSen,yes,Thomas Carper
WMPID1468,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Tim_Kaine_116th_official_portrait.jpg/220px-Tim_Kaine_116th_official_portrait.jpg,SitSen,yes,Tim Kaine
WMPID1495,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Tim_Scott%2C_official_portrait%2C_113th_Congress.jpg/220px-Tim_Scott%2C_official_portrait%2C_113th_Congress.jpg,SitSen,yes,Tim Scott
WMPID1539,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Tina_Smith%2C_official_portrait%2C_116th_congress.jpg/220px-Tina_Smith%2C_official_portrait%2C_116th_congress.jpg,SitSen,yes,Tina Smith
WMPID1505,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Sen._Todd_Young_official_photo.jpg/220px-Sen._Todd_Young_official_photo.jpg,SitSen,yes,Todd Young
WMPID1473,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Tom_Cotton_official_Senate_photo.jpg/220px-Tom_Cotton_official_Senate_photo.jpg,SitSen,yes,Tom Cotton
WMPID1296,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Tommy_Tuberville_official_portrait.jpg/220px-Tommy_Tuberville_official_portrait.jpg,SitSen,yes,Tommy Tuberville
WMPID5206,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Gilbert_Stuart_Williamstown_Portrait_of_George_Washington.jpg/320px-Gilbert_Stuart_Williamstown_Portrait_of_George_Washington.jpg,FormerPres,yes,George Washington
WMPID5241,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/John_Adams_A18236.jpg/320px-John_Adams_A18236.jpg,FormerPres,yes,John Adams
WMPID5194,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Thomas_Jefferson_by_Rembrandt_Peale%2C_1800.jpg/320px-Thomas_Jefferson_by_Rembrandt_Peale%2C_1800.jpg,FormerPres,yes,Thomas Jefferson
WMPID5172,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/James_Madison.jpg/320px-James_Madison.jpg,FormerPres,yes,James Madison
WMPID5212,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/James_Monroe_White_House_portrait_1819.jpg/320px-James_Monroe_White_House_portrait_1819.jpg,FormerPres,yes,James Monroe
WMPID5167,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/John_Quincy_Adams_by_Charles_Osgood.jpg/320px-John_Quincy_Adams_by_Charles_Osgood.jpg,FormerPres,yes,John Quincy Adams
WMPID5204,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Andrew_jackson_head.jpg/320px-Andrew_jackson_head.jpg,FormerPres,yes,Andrew Jackson
WMPID5219,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Martin_Van_Buren_circa_1837_crop.jpg/320px-Martin_Van_Buren_circa_1837_crop.jpg,FormerPres,yes,Martin Van Buren
WMPID5250,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/William_Henry_Harrison_by_James_Reid_Lambdin%2C_1835_crop.jpg/320px-William_Henry_Harrison_by_James_Reid_Lambdin%2C_1835_crop.jpg,FormerPres,yes,William Henry Harrison
WMPID5262,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/John_Tyler%2C_Jr.jpg/320px-John_Tyler%2C_Jr.jpg,FormerPres,yes,John Tyler
WMPID5253,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/JKP.jpg/320px-JKP.jpg,FormerPres,yes,James K. Polk
WMPID5240,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Zachary_Taylor_restored_and_cropped.jpg/320px-Zachary_Taylor_restored_and_cropped.jpg,FormerPres,yes,Zachary Taylor
WMPID5192,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Fillmore.jpg/320px-Fillmore.jpg,FormerPres,yes,Millard Fillmore
WMPID5226,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Mathew_Brady_-_Franklin_Pierce_-_alternate_crop_%28cropped%29.jpg/320px-Mathew_Brady_-_Franklin_Pierce_-_alternate_crop_%28cropped%29.jpg,FormerPres,yes,Franklin Pierce
WMPID5189,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/James_Buchanan.jpg/320px-James_Buchanan.jpg,FormerPres,yes,James Buchanan
WMPID5239,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Abraham_Lincoln_O-77_matte_collodion_print.jpg/320px-Abraham_Lincoln_O-77_matte_collodion_print.jpg,FormerPres,yes,Abraham Lincoln
WMPID5213,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Andrew_Johnson_photo_portrait_head_and_shoulders%2C_c1870-1880-Edit1.jpg/320px-Andrew_Johnson_photo_portrait_head_and_shoulders%2C_c1870-1880-Edit1.jpg,FormerPres,yes,Andrew Johnson
WMPID5179,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Ulysses_S_Grant_by_Brady_c1870-restored.jpg/320px-Ulysses_S_Grant_by_Brady_c1870-restored.jpg,FormerPres,yes,Ulysses S. Grant
WMPID5220,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/President_Rutherford_Hayes_1870_-_1880_Restored.jpg/320px-President_Rutherford_Hayes_1870_-_1880_Restored.jpg,FormerPres,yes,Rutherford B. Hayes
WMPID5184,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/James_Abram_Garfield%2C_photo_portrait_seated.jpg/320px-James_Abram_Garfield%2C_photo_portrait_seated.jpg,FormerPres,yes,James Garfield
WMPID5232,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Chester_Alan_Arthur.jpg/320px-Chester_Alan_Arthur.jpg,FormerPres,yes,Chester A. Arthur
WMPID5259,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Benjamin_Harrison%2C_head_and_shoulders_bw_photo%2C_1896.jpg/320px-Benjamin_Harrison%2C_head_and_shoulders_bw_photo%2C_1896.jpg,FormerPres,yes,Benjamin Harrison
WMPID5256,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Grover_Cleveland_-_NARA_-_518139_%28cropped%29.jpg/320px-Grover_Cleveland_-_NARA_-_518139_%28cropped%29.jpg,FormerPres,yes,Grover Cleveland
WMPID5225,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Mckinley.jpg/320px-Mckinley.jpg,FormerPres,yes,William McKinley
WMPID5200,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/President_Roosevelt_-_Pach_Bros.jpg/320px-President_Roosevelt_-_Pach_Bros.jpg,FormerPres,yes,Theodore Roosevelt
WMPID5230,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/William_Howard_Taft_-_Harris_and_Ewing.jpg/320px-William_Howard_Taft_-_Harris_and_Ewing.jpg,FormerPres,yes,William Howard Taft
